,SN,ON_HOURS,NUM_OF_POWER_ONS,EXPECTED_MOTOR_ROTATIONS,SUPPOSED_MOTOR_ROTATIONS,ACTIVE_MILLING_HOURS,DAYS OFFLINE,DAYS SINCE VISIT,CATEGORY
15591,19060571,9.38,1.0,949.0,949.0,8.46,298.0,75.0,Nontechnical
15592,21110903,0.3,1.0,219.0,219.0,0.29,39.0,61.0,Technical
15593,18040304,9.98,1.0,1.0,1.0,0.02,46.0,46.0,Nontechnical
15594,18040178,3.0,1.0,0.0,0.0,0.0,45.0,46.0,Nontechnical
15595,18040215,9.77,1.0,0.0,0.0,0.02,31.0,40.0,Nontechnical
15596,21050615,9.92,1.0,0.0,0.0,0.02,75.0,76.0,Nontechnical
15597,19060555,4.72,1.0,955.0,957.0,4.23,74.0,46.0,Nontechnical
15598,19060356,3.44,1.0,856.0,856.0,3.28,67.0,68.0,Nontechnical
15599,18040298,9.96,1.0,864.0,864.0,1.87,46.0,46.0,Nontechnical
15600,19060551,0.55,1.0,42.0,42.0,0.02,31.0,32.0,Nontechnical
15601,19060357,9.94,1.0,11.0,15.0,0.04,107.0,49.0,Technical
15602,21050676,2.72,1.0,829.0,829.0,1.88,145.0,343.0,Nontechnical
15603,21110979,2.11,1.0,152.0,152.0,0.25,51.0,11.0,Technical
15604,21050651,2.02,1.0,8.0,8.0,0.15,48.0,122.0,Nontechnical
15605,18040234,0.32,1.0,154.0,154.0,0.1,91.0,95.0,Nontechnical
15606,21050710,0.68,1.0,92.0,92.0,0.66,149.0,73.0,Technical
15607,19060571,7.63,1.0,996.0,996.0,7.4,298.0,75.0,Nontechnical
15608,19060551,3.56,1.0,963.0,966.0,3.5,265.0,9.0,Nontechnical
15609,21050601,9.96,1.0,975.0,983.0,4.51,32.0,135.0,Technical
15610,18040178,6.33,1.0,941.0,941.0,2.81,546.0,524.0,Nontechnical
15611,18040233,0.76,1.0,68.0,67.0,0.66,91.0,95.0,Nontechnical
15612,21050676,8.42,1.0,982.0,983.0,7.19,83.0,83.0,Nontechnical
15613,21110903,1.42,1.0,716.0,715.0,0.91,39.0,61.0,Technical
15614,19060416,6.58,1.0,407.0,407.0,2.24,31.0,34.0,Technical
15615,18040304,9.53,1.0,1829.0,1829.0,3.65,46.0,46.0,Nontechnical
15616,18040178,9.96,1.0,0.0,0.0,0.0,67.0,76.0,Nontechnical
15617,21050651,9.99,1.0,0.0,0.0,0.0,69.0,76.0,Nontechnical
15618,15020035,9.95,1.0,0.0,0.0,0.0,167.0,234.0,Nontechnical
15619,21111069,2.19,1.0,670.0,670.0,1.54,60.0,320.0,Technical
15620,18040296,8.72,1.0,889.0,890.0,3.02,158.0,206.0,Technical
15621,21050822,5.95,1.0,5858.0,5857.0,5.61,70.0,41.0,Technical
15622,18040255,1.93,1.0,2326.0,2327.0,1.7,45.0,307.0,Technical
15623,18040251,1.88,1.0,59.0,60.0,1.57,158.0,206.0,Technical
15624,21110979,0.98,1.0,89.0,89.0,0.59,51.0,11.0,Technical
15625,18040255,6.06,1.0,967.0,967.0,1.68,45.0,307.0,Technical
15626,19060395,0.79,1.0,99.0,99.0,0.56,31.0,34.0,Technical
15627,18040245,4.56,1.0,5520.0,5547.0,3.78,45.0,307.0,Technical
15628,19060563,9.22,1.0,6241.0,6240.0,4.58,298.0,75.0,Nontechnical
15629,19060563,6.24,1.0,15.0,26.0,0.08,220.0,4.0,Technical
15630,19060392,0.07,1.0,8.0,8.0,0.04,31.0,34.0,Technical
15631,21110979,6.19,1.0,6.0,6.0,0.93,37.0,3.0,Technical
15632,19060413,0.76,1.0,70.0,6.0,0.24,31.0,31.0,Nontechnical
15633,21111023,0.74,1.0,412.0,412.0,0.58,37.0,3.0,Technical
15634,19060345,9.02,1.0,998.0,9.0,4.32,243.0,294.0,Nontechnical
15635,18040269,1.87,1.0,973.0,975.0,1.52,55.0,283.0,Technical
15636,18040178,8.65,1.0,956.0,949.0,4.09,546.0,524.0,Nontechnical
15637,18040178,9.97,1.0,5.0,5.0,0.07,177.0,524.0,Nontechnical
15638,21050654,9.93,1.0,4.0,4.0,5.47,43.0,43.0,Technical
15639,21050601,4.79,1.0,724.0,732.0,1.0,60.0,61.0,Technical
15640,19060395,1.44,1.0,1797.0,1798.0,1.41,31.0,34.0,Technical
15641,19060413,9.94,1.0,6.0,29.0,0.04,31.0,34.0,Technical
15642,19060409,9.99,1.0,0.0,3.0,0.01,31.0,34.0,Technical
15643,18040271,8.98,1.0,520.0,520.0,2.76,31.0,148.0,Technical
15644,21050678,1.15,1.0,7.0,56.0,0.57,83.0,83.0,Nontechnical
15645,21050776,2.33,1.0,988.0,988.0,2.31,264.0,14.0,Technical
15646,21050584,9.95,1.0,846.0,846.0,1.22,51.0,69.0,Technical
15647,21050783,2.4,1.0,942.0,948.0,2.32,264.0,14.0,Technical
15648,21050576,0.26,1.0,204.0,205.0,0.14,270.0,511.0,Technical
15649,18040178,7.37,1.0,997.0,977.0,4.78,546.0,524.0,Nontechnical
15650,21110979,0.14,1.0,8.0,8.0,0.03,51.0,11.0,Technical
15651,18040296,9.92,1.0,0.0,9.0,0.02,118.0,328.0,Nontechnical
15652,21111040,5.48,1.0,5.0,5.0,0.69,37.0,3.0,Technical
15653,18040296,9.93,1.0,8.0,8.0,0.24,158.0,206.0,Technical
15654,21050584,9.93,1.0,78.0,96.0,0.63,51.0,69.0,Technical
15655,19060447,1.25,1.0,0.0,0.0,0.0,49.0,5.0,Nontechnical
15656,21050719,9.86,1.0,974.0,974.0,6.74,81.0,81.0,Nontechnical
15657,21050697,1.05,1.0,982.0,982.0,0.63,83.0,83.0,Nontechnical
15658,19060447,0.44,1.0,110.0,110.0,0.24,50.0,9.0,Nontechnical
15659,21110993,4.48,1.0,73.0,81.0,0.4,62.0,87.0,Technical
15660,18040272,1.54,1.0,881.0,881.0,1.29,118.0,283.0,Technical
15661,21050601,2.17,1.0,1.0,0.0,0.0,60.0,61.0,Technical
15662,19060551,0.84,1.0,70.0,70.0,0.83,36.0,72.0,Nontechnical
15663,21050855,0.07,1.0,4.0,4.0,0.02,52.0,334.0,Technical
15664,19060324,4.86,1.0,478.0,477.0,2.53,43.0,76.0,Nontechnical
15665,21110993,7.98,1.0,9.0,9.0,0.55,62.0,87.0,Technical
15666,21050678,2.21,1.0,973.0,978.0,1.51,83.0,83.0,Nontechnical
15667,18040245,9.96,1.0,0.0,0.0,0.01,91.0,95.0,Nontechnical
15668,21050719,0.23,1.0,26.0,26.0,0.13,79.0,100.0,Nontechnical
15669,19060345,9.97,1.0,2.0,2.0,0.02,63.0,83.0,Nontechnical
15670,19060572,7.82,1.0,952.0,952.0,5.85,270.0,511.0,Technical
15671,18040178,6.32,1.0,4.0,4.0,0.0,177.0,524.0,Nontechnical
15672,21110993,8.3,1.0,9.0,9.0,2.23,62.0,87.0,Technical
15673,21050687,0.29,1.0,532.0,532.0,0.19,83.0,83.0,Nontechnical
15674,18040245,9.49,1.0,913.0,913.0,1.05,158.0,206.0,Technical
15675,21050719,9.1,1.0,4178.0,6389.0,6.64,272.0,73.0,Nontechnical
15676,21050581,1.97,1.0,0.0,0.0,0.0,89.0,89.0,Technical
15677,19060413,7.39,1.0,0.0,0.0,0.0,31.0,34.0,Technical
15678,19060390,5.76,1.0,0.0,0.0,0.0,187.0,84.0,Nontechnical
15679,19060551,5.22,1.0,81.0,9802.0,3.08,45.0,74.0,Nontechnical
15680,19060419,5.64,1.0,0.0,0.0,0.0,31.0,31.0,Nontechnical
15681,19060551,6.34,1.0,4520.0,4522.0,4.88,45.0,74.0,Nontechnical
15682,19060551,3.89,1.0,844.0,844.0,2.62,45.0,74.0,Nontechnical
15683,21050625,7.36,1.0,0.0,0.0,0.0,32.0,33.0,Technical
15684,19060324,0.41,1.0,103.0,103.0,0.28,37.0,42.0,Nontechnical
15685,21110993,9.98,1.0,0.0,0.0,0.01,62.0,87.0,Technical
15686,21050716,4.24,1.0,16.0,16.0,0.06,272.0,73.0,Nontechnical
15687,19060326,9.98,1.0,0.0,0.0,0.0,32.0,166.0,Nontechnical
15688,18040304,8.28,1.0,935.0,935.0,5.84,46.0,46.0,Nontechnical
15689,21050822,4.92,1.0,969.0,969.0,4.74,70.0,41.0,Technical
15690,19060326,0.94,1.0,0.0,0.0,0.0,59.0,24.0,Nontechnical
15691,18040190,2.31,1.0,752.0,752.0,2.19,31.0,40.0,Nontechnical
15692,19060415,1.44,1.0,84.0,9.0,0.78,31.0,31.0,Nontechnical
15693,21050697,5.14,1.0,989.0,761.0,3.64,83.0,83.0,Nontechnical
15694,18040178,4.1,1.0,0.0,0.0,0.0,45.0,46.0,Nontechnical
15695,19060551,2.02,1.0,951.0,950.0,0.82,31.0,32.0,Nontechnical
15696,19060571,4.83,1.0,93.0,94.0,4.53,289.0,41.0,Nontechnical
15697,21050645,8.64,1.0,643.0,643.0,5.19,45.0,47.0,Nontechnical
15698,21050653,9.94,1.0,4.0,4.0,8.0,43.0,43.0,Technical
15699,21050690,0.78,1.0,781.0,783.0,0.76,83.0,83.0,Nontechnical
15700,18040273,1.19,1.0,619.0,988.0,1.01,158.0,206.0,Technical
15701,18040273,6.35,1.0,959.0,960.0,3.85,158.0,206.0,Technical
15702,19060563,6.08,1.0,0.0,0.0,0.0,275.0,205.0,Nontechnical
15703,21050822,3.01,1.0,83.0,83.0,0.2,70.0,41.0,Technical
15704,19060447,0.74,1.0,54.0,54.0,0.06,49.0,5.0,Nontechnical
15705,19060551,9.98,1.0,3.0,3.0,0.03,36.0,72.0,Nontechnical
15706,19060491,2.9,1.0,986.0,986.0,2.1,263.0,88.0,Nontechnical
15707,19060439,9.12,1.0,335.0,334.0,4.98,50.0,9.0,Nontechnical
15708,21050615,9.96,1.0,0.0,0.0,0.01,75.0,76.0,Nontechnical
15709,18040234,8.38,1.0,993.0,994.0,3.37,91.0,95.0,Nontechnical
15710,21110979,0.17,1.0,88.0,90.0,0.1,51.0,11.0,Technical
15711,19060416,7.65,1.0,0.0,0.0,0.01,31.0,34.0,Technical
15712,19060413,9.98,1.0,49.0,49.0,1.55,31.0,34.0,Technical
15713,21050783,2.33,1.0,988.0,988.0,2.31,264.0,14.0,Technical
15714,21050719,8.39,1.0,898.0,899.0,6.9,81.0,81.0,Nontechnical
15715,18040251,4.57,1.0,2849.0,2849.0,2.52,158.0,206.0,Technical
15716,21050584,4.69,1.0,77.0,77.0,3.19,51.0,69.0,Technical
15717,21050716,0.54,1.0,7.0,7.0,0.44,83.0,83.0,Nontechnical
15718,19060499,9.93,1.0,954.0,954.0,9.97,44.0,83.0,Nontechnical
15719,19060419,6.16,1.0,0.0,0.0,0.0,31.0,31.0,Nontechnical
15720,18040304,3.0,1.0,982.0,981.0,5.61,46.0,46.0,Nontechnical
15721,21050581,5.6,1.0,875.0,875.0,4.06,270.0,511.0,Technical
15722,18040234,6.15,1.0,973.0,973.0,5.35,91.0,95.0,Nontechnical
15723,21050582,3.97,1.0,497.0,957.0,3.22,51.0,69.0,Technical
15724,19060438,2.08,1.0,926.0,976.0,1.97,43.0,65.0,Technical
15725,18040245,1.74,1.0,70.0,69.0,1.48,45.0,307.0,Technical
15726,18040234,1.45,1.0,932.0,932.0,1.14,91.0,95.0,Nontechnical
15727,21050599,22.19,1.0,4.0,4.0,0.11,56.0,58.0,Nontechnical
15728,18040304,9.91,1.0,95.0,95.0,5.84,46.0,46.0,Nontechnical
15729,19060306,2.95,1.0,68.0,71.0,0.24,150.0,152.0,Technical
15730,18040296,1.8,1.0,80.0,82.0,0.76,31.0,32.0,Nontechnical
15731,21050601,5.6,1.0,972.0,973.0,4.87,60.0,61.0,Technical
15732,17020141,9.91,1.0,1.0,1.0,0.03,177.0,524.0,Nontechnical
15733,18040255,0.68,1.0,880.0,880.0,0.51,45.0,307.0,Technical
15734,15020013,0.07,1.0,29.0,29.0,0.07,37.0,94.0,Nontechnical
15735,18040181,2.68,1.0,982.0,982.0,2.11,73.0,74.0,Nontechnical
15736,19060439,0.31,1.0,86.0,97.0,0.2,43.0,44.0,Nontechnical
15737,18040304,8.72,1.0,991.0,991.0,4.25,46.0,46.0,Nontechnical
15738,21110979,0.67,1.0,53.0,54.0,0.36,51.0,11.0,Technical
15739,19060390,9.94,1.0,0.0,0.0,0.0,187.0,84.0,Nontechnical
15740,19060557,0.56,1.0,0.0,0.0,0.0,275.0,205.0,Nontechnical
15741,19060551,5.29,1.0,98.0,99.0,3.33,285.0,41.0,Nontechnical
15742,21050822,9.34,1.0,99.0,99.0,8.49,70.0,41.0,Technical
15743,18040245,0.34,1.0,495.0,496.0,0.34,45.0,307.0,Technical
15744,21111023,2.37,1.0,1011.0,1011.0,2.02,37.0,3.0,Technical
15745,21110977,0.16,1.0,3.0,3.0,0.0,32.0,32.0,Technical
15746,21050690,0.9,1.0,61.0,62.0,0.31,83.0,83.0,Nontechnical
15747,19060334,4.26,1.0,779.0,85.0,3.93,59.0,24.0,Nontechnical
15748,21050716,1.0,1.0,5.0,5.0,0.14,83.0,83.0,Nontechnical
15749,18040273,5.01,1.0,86.0,86.0,4.89,118.0,283.0,Technical
15750,21050719,2.38,1.0,69.0,69.0,1.1,124.0,5.0,Technical
15751,21110989,4.9,1.0,99.0,93.0,0.56,62.0,87.0,Technical
15752,15020013,0.85,1.0,79.0,79.0,0.76,37.0,94.0,Nontechnical
15753,19060382,4.47,1.0,933.0,933.0,4.28,187.0,84.0,Nontechnical
15754,21050719,4.63,1.0,7333.0,7333.0,3.84,52.0,93.0,Nontechnical
15755,21050855,3.84,1.0,49.0,49.0,3.75,51.0,74.0,Technical
15756,18040173,5.85,1.0,5.0,5.0,0.01,177.0,524.0,Nontechnical
15757,19060345,9.99,1.0,0.0,0.0,0.0,63.0,83.0,Nontechnical
15758,21050599,9.94,1.0,0.0,0.0,0.01,56.0,58.0,Nontechnical
15759,21111069,0.33,1.0,50.0,50.0,0.17,147.0,98.0,Technical
15760,19060571,0.0,1.0,0.0,0.0,0.0,220.0,4.0,Technical
15761,18040271,5.82,1.0,1815.0,1816.0,1.82,39.0,349.0,Technical
15762,19060571,7.27,1.0,908.0,909.0,5.74,69.0,80.0,Nontechnical
15763,21111007,3.84,1.0,994.0,994.0,2.51,68.0,240.0,Technical
15764,18040232,3.68,1.0,7.0,7.0,0.03,52.0,94.0,Nontechnical
15765,19060450,1.6,1.0,39.0,39.0,0.45,263.0,577.0,Nontechnical
15766,18040273,4.46,1.0,84.0,84.0,4.28,118.0,283.0,Technical
15767,19060447,0.16,1.0,0.0,0.0,0.0,49.0,5.0,Nontechnical
15768,21050716,6.29,1.0,956.0,956.0,3.59,83.0,83.0,Nontechnical
15769,18040296,0.58,1.0,0.0,0.0,0.0,158.0,206.0,Technical
15770,21110860,0.5,1.0,79.0,79.0,0.12,147.0,364.0,Technical
15771,21110979,1.62,1.0,69.0,70.0,0.82,51.0,11.0,Technical
15772,19060416,0.72,1.0,16.0,55.0,0.09,43.0,65.0,Technical
15773,18040245,17.27,1.0,950.0,950.0,7.37,158.0,206.0,Technical
15774,19060551,6.42,1.0,950.0,950.0,4.95,45.0,74.0,Nontechnical
15775,19060409,9.95,1.0,0.0,3.0,0.01,31.0,34.0,Technical
15776,19060326,2.74,1.0,370.0,527.0,1.86,59.0,24.0,Nontechnical
15777,18040234,9.93,1.0,962.0,962.0,5.0,91.0,95.0,Nontechnical
15778,19060382,6.15,1.0,927.0,933.0,1.97,187.0,84.0,Nontechnical
15779,18040304,0.88,1.0,580.0,585.0,0.63,61.0,81.0,Nontechnical
15780,21110961,9.34,1.0,82.0,83.0,0.61,34.0,34.0,Technical
15781,19060571,0.65,1.0,0.0,0.0,0.0,298.0,75.0,Nontechnical
15782,18040296,3.17,1.0,69.0,69.0,0.45,118.0,328.0,Nontechnical
15783,19060370,9.99,1.0,960.0,960.0,4.48,107.0,49.0,Technical
15784,18040273,9.98,1.0,0.0,0.0,0.0,158.0,206.0,Technical
15785,19060551,3.88,1.0,0.0,0.0,0.0,45.0,74.0,Nontechnical
15786,19060324,5.94,1.0,0.0,0.0,0.0,186.0,511.0,Technical
15787,21050719,2.01,1.0,0.0,0.0,0.0,81.0,81.0,Nontechnical
15788,19060418,0.58,1.0,73.0,624.0,0.51,43.0,65.0,Technical
15789,19060439,9.8,1.0,1.0,6.0,0.01,43.0,44.0,Nontechnical
15790,21110989,2.78,1.0,0.0,0.0,0.0,62.0,87.0,Technical
15791,21050719,2.31,1.0,994.0,995.0,2.18,124.0,5.0,Technical
15792,19060306,9.92,1.0,970.0,970.0,9.21,150.0,152.0,Technical
15793,21110993,5.89,1.0,113.0,118.0,2.07,62.0,87.0,Technical
15794,19060326,3.21,1.0,820.0,912.0,2.35,59.0,24.0,Nontechnical
15795,18040245,1.74,1.0,70.0,69.0,1.48,45.0,307.0,Technical
15796,18040277,8.19,1.0,9851.0,9858.0,8.0,158.0,206.0,Technical
15797,19060563,3.66,1.0,992.0,992.0,3.15,298.0,75.0,Nontechnical
15798,19060395,1.16,1.0,330.0,329.0,0.5,31.0,34.0,Technical
15799,21050692,0.11,1.0,83.0,83.0,0.09,83.0,83.0,Nontechnical
15800,18040234,6.17,1.0,986.0,987.0,4.03,91.0,95.0,Nontechnical
15801,19060390,0.91,1.0,47.0,47.0,0.31,307.0,86.0,Nontechnical
15802,19060551,3.02,1.0,1.0,1.0,0.02,31.0,32.0,Nontechnical
15803,21050692,6.68,1.0,954.0,954.0,5.16,83.0,83.0,Nontechnical
15804,21050719,3.4,1.0,41.0,41.0,0.09,79.0,100.0,Nontechnical
15805,18040271,2.31,1.0,35.0,35.0,0.34,39.0,349.0,Technical
15806,19060551,4.59,1.0,957.0,957.0,1.51,45.0,74.0,Nontechnical
15807,19060324,3.0,1.0,952.0,952.0,1.57,97.0,98.0,Nontechnical
15808,19060551,2.18,1.0,981.0,980.0,0.92,31.0,32.0,Nontechnical
15809,18040245,6.77,1.0,63.0,63.0,2.71,91.0,95.0,Nontechnical
15810,19060347,9.88,1.0,4.0,4.0,0.47,243.0,294.0,Nontechnical
15811,21050651,9.97,1.0,0.0,0.0,0.0,69.0,76.0,Nontechnical
15812,21050584,6.74,1.0,84.0,84.0,0.81,51.0,69.0,Technical
15813,21110993,0.39,1.0,0.0,0.0,0.0,62.0,87.0,Technical
15814,21050651,9.97,1.0,966.0,966.0,2.58,45.0,47.0,Nontechnical
15815,21110874,3.25,1.0,8.0,8.0,0.23,304.0,67.0,Technical
15816,21050719,6.21,1.0,946.0,946.0,4.97,81.0,81.0,Nontechnical
15817,21050858,0.84,1.0,62.0,62.0,0.36,147.0,364.0,Technical
15818,19060345,5.61,1.0,940.0,947.0,1.7,243.0,294.0,Nontechnical
15819,21050651,5.6,1.0,6998.0,6998.0,4.66,45.0,47.0,Nontechnical
15820,21050589,22.19,1.0,4.0,4.0,0.11,56.0,58.0,Nontechnical
15821,18040296,0.16,1.0,228.0,229.0,0.16,158.0,206.0,Technical
15822,21050719,5.29,1.0,2.0,2.0,1.69,79.0,100.0,Nontechnical
15823,19060347,3.73,1.0,4.0,4.0,0.03,243.0,294.0,Nontechnical
15824,19060416,2.73,1.0,9.0,9.0,0.61,31.0,34.0,Technical
15825,18040304,9.99,1.0,949.0,949.0,1.32,46.0,46.0,Nontechnical
15826,15020030,9.95,1.0,0.0,0.0,0.0,211.0,234.0,Nontechnical
15827,19060358,6.73,1.0,993.0,993.0,6.46,67.0,68.0,Nontechnical
15828,19060413,7.56,1.0,0.0,0.0,0.0,31.0,34.0,Technical
15829,18040190,7.54,1.0,77.0,77.0,5.8,31.0,40.0,Nontechnical
15830,21050784,8.73,1.0,9938.0,9939.0,8.71,41.0,42.0,Technical
15831,21050719,5.24,1.0,3994.0,3995.0,3.37,81.0,81.0,Nontechnical
15832,18040254,9.96,1.0,886.0,886.0,2.28,158.0,206.0,Technical
15833,19060415,1.45,1.0,345.0,404.0,0.5,31.0,31.0,Nontechnical
15834,19060345,4.45,1.0,0.0,0.0,0.0,63.0,83.0,Nontechnical
15835,18040274,1.61,1.0,1607.0,1608.0,1.09,158.0,206.0,Technical
15836,19060395,2.74,1.0,727.0,727.0,1.21,31.0,34.0,Technical
15837,19060416,8.65,1.0,5.0,8.0,0.07,31.0,34.0,Technical
15838,19060447,0.86,1.0,434.0,434.0,0.85,50.0,9.0,Nontechnical
15839,19060306,2.95,1.0,68.0,71.0,0.24,150.0,152.0,Technical
15840,19060416,0.27,1.0,45.0,47.0,0.14,119.0,153.0,Technical
15841,19060347,4.66,1.0,0.0,9.0,0.01,243.0,294.0,Nontechnical
15842,19060334,1.91,1.0,0.0,0.0,0.0,59.0,24.0,Nontechnical
15843,21050831,8.06,1.0,8469.0,8470.0,7.88,70.0,41.0,Technical
15844,18040271,8.13,1.0,894.0,902.0,1.78,31.0,148.0,Technical
15845,21050719,8.94,1.0,969.0,969.0,4.22,81.0,81.0,Nontechnical
15846,19060334,1.61,1.0,61.0,364.0,1.51,59.0,24.0,Nontechnical
15847,19060419,2.28,1.0,0.0,0.0,0.0,31.0,31.0,Nontechnical
15848,21050610,9.94,1.0,0.0,0.0,0.0,75.0,76.0,Nontechnical
15849,21050584,8.55,1.0,79.0,79.0,2.82,51.0,69.0,Technical
15850,18040193,8.31,1.0,3.0,3.0,0.11,53.0,320.0,Technical
15851,21050692,7.77,1.0,975.0,990.0,4.85,83.0,83.0,Nontechnical
15852,21050754,3.19,1.0,92.0,92.0,2.56,127.0,2.0,Technical
15853,19060324,4.86,1.0,966.0,966.0,2.53,43.0,76.0,Nontechnical
15854,21110979,5.35,1.0,94.0,976.0,2.54,51.0,11.0,Technical
15855,19060390,9.96,1.0,0.0,0.0,0.0,187.0,84.0,Nontechnical
15856,18040273,5.54,1.0,903.0,904.0,0.98,118.0,283.0,Technical
15857,19060416,0.58,1.0,73.0,624.0,0.51,43.0,65.0,Technical
15858,21050719,5.99,1.0,48.0,48.0,0.1,52.0,93.0,Nontechnical
15859,19060416,6.52,1.0,0.0,6.0,0.01,31.0,34.0,Technical
15860,21110860,1.54,1.0,0.0,0.0,0.0,147.0,364.0,Technical
15861,21111023,2.89,1.0,870.0,870.0,2.6,37.0,3.0,Technical
15862,21110903,4.16,1.0,2991.0,2990.0,2.81,39.0,61.0,Technical
15863,21050719,8.6,1.0,0.0,950.0,7.36,272.0,73.0,Nontechnical
15864,19060347,2.75,1.0,7256.0,7287.0,6.38,243.0,294.0,Nontechnical
15865,18040296,0.07,1.0,0.0,0.0,0.0,158.0,206.0,Technical
15866,19060551,3.82,1.0,97.0,98.0,2.62,45.0,74.0,Nontechnical
15867,21111040,0.33,1.0,56.0,55.0,0.22,37.0,3.0,Technical
15868,18040271,9.94,1.0,449.0,450.0,0.91,31.0,148.0,Technical
15869,21050692,2.34,1.0,977.0,982.0,1.46,83.0,83.0,Nontechnical
15870,21050719,2.66,1.0,888.0,932.0,2.26,81.0,81.0,Nontechnical
15871,19060370,9.93,1.0,963.0,965.0,7.8,107.0,49.0,Technical
15872,21050856,1.0,1.0,962.0,962.0,0.87,51.0,74.0,Technical
15873,18040177,6.41,1.0,438.0,437.0,0.62,31.0,148.0,Technical
15874,19060557,0.43,1.0,7.0,53.0,0.17,186.0,9.0,Nontechnical
15875,19060557,9.91,1.0,978.0,978.0,7.61,220.0,4.0,Technical
15876,21110979,6.67,1.0,0.0,0.0,0.01,51.0,11.0,Technical
15877,21110893,1.2,1.0,483.0,482.0,0.6,39.0,61.0,Technical
15878,21050615,9.91,1.0,0.0,0.0,0.0,75.0,76.0,Nontechnical
15879,18040233,4.44,1.0,993.0,993.0,1.24,91.0,95.0,Nontechnical
15880,21111028,1.72,1.0,552.0,552.0,1.53,68.0,240.0,Technical
15881,19060395,5.27,1.0,502.0,502.0,2.89,31.0,34.0,Technical
15882,21050697,7.84,1.0,987.0,987.0,3.65,83.0,83.0,Nontechnical
15883,19060416,1.38,1.0,20.0,28.0,0.01,31.0,31.0,Nontechnical
15884,19060334,3.48,1.0,881.0,906.0,2.5,59.0,24.0,Nontechnical
15885,21050719,0.18,1.0,194.0,194.0,0.13,81.0,81.0,Nontechnical
15886,18040271,8.77,1.0,870.0,873.0,2.8,31.0,148.0,Technical
15887,18040245,9.94,1.0,0.0,0.0,0.01,47.0,544.0,Nontechnical
15888,15020035,9.99,1.0,0.0,0.0,0.0,167.0,234.0,Nontechnical
15889,18040219,3.87,1.0,0.0,0.0,0.0,100.0,101.0,Nontechnical
15890,18040233,9.97,1.0,0.0,0.0,0.0,91.0,95.0,Nontechnical
15891,21050653,1.33,1.0,96.0,96.0,1.28,43.0,43.0,Technical
15892,21050719,6.77,1.0,5.0,5.0,0.07,52.0,93.0,Nontechnical
15893,19060322,9.97,1.0,4.0,4.0,0.01,43.0,76.0,Nontechnical
15894,21050719,6.12,1.0,895.0,972.0,5.2,81.0,81.0,Nontechnical
15895,19060416,9.23,1.0,3.0,3.0,0.12,43.0,65.0,Technical
15896,21110979,0.33,1.0,88.0,90.0,0.24,51.0,11.0,Technical
15897,21050582,9.92,1.0,0.0,0.0,0.0,89.0,89.0,Technical
15898,19060413,7.79,1.0,0.0,0.0,0.0,31.0,34.0,Technical
15899,21050858,2.05,1.0,907.0,907.0,0.78,147.0,364.0,Technical
15900,18040296,9.95,1.0,79.0,79.0,0.76,68.0,74.0,Nontechnical
15901,21050651,2.2,1.0,0.0,0.0,0.0,69.0,76.0,Nontechnical
15902,18040296,9.49,1.0,913.0,913.0,1.05,158.0,206.0,Technical
15903,18040296,1.7,1.0,957.0,893.0,1.7,158.0,206.0,Technical
15904,19060416,4.64,1.0,92.0,803.0,1.56,31.0,31.0,Nontechnical
15905,21110979,1.38,1.0,20.0,28.0,0.01,51.0,11.0,Technical
15906,19060419,8.76,1.0,981.0,981.0,5.27,81.0,82.0,Technical
15907,21050692,7.22,1.0,967.0,967.0,4.0,83.0,83.0,Nontechnical
15908,21050719,6.94,1.0,0.0,0.0,0.0,43.0,44.0,Nontechnical
15909,21110977,9.18,1.0,508.0,508.0,2.68,34.0,34.0,Technical
15910,21050651,0.72,1.0,53.0,53.0,0.67,48.0,122.0,Nontechnical
15911,18040234,0.9,1.0,263.0,263.0,0.26,91.0,95.0,Nontechnical
15912,19060447,9.98,1.0,995.0,994.0,7.84,50.0,9.0,Nontechnical
15913,18040215,23.24,1.0,0.0,0.0,0.0,154.0,74.0,Nontechnical
15914,18040234,0.76,1.0,8.0,8.0,0.16,91.0,95.0,Nontechnical
15915,21050665,1.1,1.0,70.0,71.0,0.16,145.0,343.0,Nontechnical
15916,21050719,6.43,1.0,995.0,995.0,3.88,124.0,5.0,Technical
15917,21050719,3.77,1.0,9.0,9.0,3.09,124.0,5.0,Technical
15918,17020142,9.94,1.0,0.0,0.0,0.0,177.0,524.0,Nontechnical
15919,19060416,0.44,1.0,18.0,18.0,0.14,43.0,65.0,Technical
15920,21050601,1.0,1.0,25.0,83.0,0.74,60.0,61.0,Technical
15921,21110979,4.84,1.0,84.0,975.0,1.59,51.0,11.0,Technical
15922,19060563,9.93,1.0,981.0,981.0,7.97,220.0,4.0,Technical
15923,18040234,9.97,1.0,0.0,0.0,0.0,91.0,95.0,Nontechnical
15924,21111069,0.5,1.0,53.0,53.0,0.21,60.0,320.0,Technical
15925,21050719,2.36,1.0,0.0,0.0,0.0,81.0,81.0,Nontechnical
15926,21050625,9.93,1.0,0.0,0.0,0.0,32.0,33.0,Technical
15927,19060557,7.25,1.0,977.0,977.0,4.66,220.0,4.0,Technical
15928,21050822,9.4,1.0,928.0,928.0,8.49,70.0,41.0,Technical
15929,19060554,4.25,1.0,56.0,56.0,0.4,220.0,4.0,Technical
15930,21050625,9.98,1.0,0.0,0.0,0.0,32.0,33.0,Technical
